,Name der Münze,Herkunftsland,Ausgabejahr,Menge in Mill.,Landspezifisch?,Prägestätte,Wert,Details
210,Niedersachsen (St. Michael in Hildesheim) 9. Münze der Bundesländerserie,Germany,2014,6.16,True,J,2 euro,"Dargestellt ist die Südostansicht der Kirche St. Michael in Hildesheim. Die 1010–1033 im ottonischen, vorromanischen Baustil im Grundriss eines Doppelkreuzes erbaute doppelchörige Basilika hat quadratische Türme über den beiden Vierungen; die Querschiffe werden von je zwei runden, kleineren Treppentürmen flankiert. Der gesamte Bau folgt einer aus gleich großen Quadraten entwickelten geometrischen Konzeption mit dem Vierungsquadrat als Grundeinheit. Die Michaeliskirche war eine Gründung der Benediktiner und ist heute Simultankirche sowie seit 1985 Weltkulturerbe. Oberhalb des Motivs ist das Ausgabejahr „2014“, links das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg) und unterhalb der Name des Bundeslandes „NIEDERSACHSEN“ sowie das Landeskürzel „D“ (Deutschland) zu sehen. Die Ligatur „Œ“ der Initialen des Medailleurs Erich Ott erscheint rechts oben. Als Münzmotiv Niedersachsens war ursprünglich das Neue Rathaus in Hannover vorgesehen."
216,Offizielle Abschiedsfeier zu Ehren der früheren Königin Beatrix,Netherlands,2014,5.291,False,,2 euro,"Auch das zweite Doppelportrait nach der 2013 geprägten Gedenkmünze zur Ankündigung des Thronwechsels wurde von Pannos Goutzemisis gestaltet. Es zeigt König Willem-Alexander, diesmal im Vordergrund mit Blick nach rechts, vor seiner Mutter und Vorgängerin Beatrix. Die Jahreszahl „2014“ wird links flankiert durch das Münzmeisterzeichen Maarten Brouwers, die Segel des Dreimastklippers Nederland, rechts durch einen Hermesstab als Münzstättenzeichen der Prägestätte Koninklijke Nederlandse Munt in Utrecht. Umlaufend ist die Inschrift der Namen „WILLEM-ALEXANDER KONING DER NEDERLANDEN“, einer Krone und „BEATRIX PRINSES DER NEDERLANDEN“ zu sehen. Bei je 2000 der im Herstellungsverfahren „Polierte Platte“ gefertigten und als Set angebotenen Exemplare wurde die Krone in den Farben rot, weiß bzw. blau koloriert.447 Qua Ausgabe durch die Niederlande wurden die kolorierten Münzen zum gesetzlichen Zahlungsmittel. Allerdings sehen die EU-rechtlichen technischen Spezifikationen die Verwendung eines Farbaufdrucks nicht vor. Demnach sollte es kolorierte Umlaufmünzen eigentlich nicht geben. Jedoch werden sie von der EU toleriert, zumal sie nur in kleiner Stückzahl hergestellt werden, gesondert verpackt sind und damit dem Grunde nach nicht als Zahlungsmittel gebraucht werden.418"
223,Riga Kulturhauptstadt Europas,Latvia,2014,1.005,False,,2 euro,"Altstadt und Neustadt Rigas gelten seit 1997 als UNESCO-Weltkulturerbe. Die von Henrihs Vorkals gestaltete Münze, deren Gipsmodell Jānis Strupulis fertigte, zeigt vorne das am Ufer der Düna gelegene Rigaer Schloss, Amtssitz des lettischen Präsidenten, für den Livländischen Orden von den Bürgern der Hansestadt (die 1484 das vom Schwertbrüderorden 1330–1353 erbaute Schloss geschleift hatten) bis 1515 zwangsweise erbaut. 1939 wurde dessen Drei-Sterne-Turm (im Münzbild dritter Turm von links),478 dessen Spitze die drei die Regionen Lettlands symbolisierenden Sterne bilden, aufgesetzt. Links im Hintergrund: Turm der St.-Johannis-Kirche (Sv. Jana baznica),479 erbaut um 1500, daneben dargestellt die St.-Jakobs-Kathedrale (Svētā Jēkaba katedrāle), 1225 erstmals urkundlich erwähnt, mit 1756 barock umgestalteter oktogonaler Turmspitze. Bildmitte: Petrikirche (Svētā Pētera baznīca), um 1200 im Stil der Backsteingotik erbaut und nach einem Stadtbrand 1721 neu errichtet. Rechts: Dom zu Riga (Rīgas Doms), Hauptkirche der Stadt, erbaut 1211–1270, mit in barockem Stil nach einem Brand 1776 neu errichtetem Turm. Oben steht halbkreisförmig der Ausgabeanlass „EIROPAS KULTŪRAS GALVASPILSĒTA“ (Europäische Kulturhauptstadt), unten „RIGA – 2014“ und das Landeskürzel „LV“. Die Münzprägung erfolgte in der deutschen Staatlichen Münze Baden-Württemberg in Stuttgart."
234,Thronwechsel von Juan Carlos I. zu Felipe VI.,Spain,2014,8.133,False,,2 euro,"Am 19. Juni 2014 wurde Felipe VI. aus dem Hause Bourbon-Anjou König von Spanien, als Nachfolger seines Vaters Juan Carlos I., der abdankte. Die von Alfonso Morales Muñoz gestaltete Münze zeigt ein Doppelportrait des regierenden Königs im Vordergrund und seines Vorgängers im Hintergrund, das gegenüber der Abbildung im Amtsblatt leicht verändert wurde. Unten steht „ESPAÑA – 2014“ (Spanien 2014), rechts ist ein gekröntes „M“ dargestellt als Münzstättenzeichen der Prägestätte Real Casa de la Moneda in Madrid."
217,Unabhängigkeit von Großbritannien 1964 4. Münze der Serie Verfassungsgeschichte,Malta,2014,0.432,False,,2 euro,"Die Gedenkmünze zum 50. Jahrestag der Unabhängigkeit von Großbritannien zeigt den oberen Teil der Bronzestatue des Unabhängigkeitsdenkmals Malta Indipendenti in Floriana: eine Frau, die die Flagge Maltas trägt, die das Georgskreuz – Symbol des Heiligen und Märtyrers Georg und der Kreuzzüge – enthält, das 1942 der gesamten Bevölkerung Maltas für deren Tapferkeit während der italienischen und deutschen Luftangriffe im Zweiten Weltkrieg verliehen wurde. Die linke Hälfte der Flagge ist – den heraldischen Regeln der Tingierung folgend – durch perspektivische Schraffur mit der Tinktur Rot dargestellt. Die 8,5 m aufragende Skulptur wurde 1989 von Ġanni Bonnici (1932–2019) geschaffen,451452 der auch Gestalter der Münzserie zur Verfassungsgeschichte Maltas ist. Rechts oben steht „MALTA – Independence 1964“ (Malta – Unabhängigkeit) zu lesen, unten das Ausgabejahr „2014“. Die Prägung erfolgte in der niederländischen Münzstätte Koninklijke Nederlandse Munt in Utrecht; in Kursmünzensätzen enthaltene Exemplare tragen zwischen dem 5- und 6-Uhr-Stern deren Münzstättenzeichen, einen Hermesstab."
233,Welt-AIDS-Tag,France,2014,3.02,False,,2 euro,"Der Welt-AIDS-Tag wird jeweils am 1. Dezember begangen. Die als Symbol für den Kampf gegen Aids bekannte Rote Schleife in Form des umgedrehten Buchstabens „V“ wurde von der Künstlergruppe Visual Aids Artists Caucus und dem amerikanischen Maler Frank Moore geschaffen. Sie soll am Herzen getragen werden und symbolisiert die Solidarität mit allen Aidskranken. Am Tag, an dem die Krankheit besiegt ist, soll die Schleife umgedreht werden, so dass das „V“ für „victory“ erscheint. Bei den Normalprägungen ist sie – den heraldischen Regeln der Tingierung folgend – durch senkrechte Schraffur mit der Tinktur Rot dargestellt. Bei je 10.000 Exemplaren der Stempelglanz- sowie der Spiegelglanz-Prägung ist die Schleife mit planer Oberfläche geprägt527 und rot koloriert. Qua Ausgabe durch Frankreich wurden die kolorierten Varianten zum gesetzlichen Zahlungsmittel. Allerdings sehen die EU-rechtlichen technischen Spezifikationen die Verwendung eines Farbaufdrucks nicht vor. Eigentlich sollte es kolorierte Umlaufmünzen nicht geben; jedoch werden sie von der EU toleriert, zumal sie nur in kleiner Stückzahl hergestellt und gesondert verpackt und damit dem Grunde nach nicht als Zahlungsmittel gebraucht werden.418 Oben ist der Gedenktag „1er DÉCEMBRE“ zu sehen, auf den Bändern steht „JOURNÉE MONDIALE CONTRE LA SIDA“ (Welt-Tag gegen AIDS). Unten sind das Landeskürzel „RF“ (République française, Französische Republik) und das Ausgabejahr „2014“ abgebildet, links ein Füllhorn als Münzstättenzeichen der Monnaie de Paris in Pessac und rechts ein Fünfeck263 als Münzmeisterzeichen Yves Sampos. Der Münzentwurf entstammt den Ateliers de Gravures der Monnaie de Paris."
211,Werke von Antoni Gaudí (Park Güell: Salamanderbrunnen und Pförtnerhäuschen) 5. Münze der Serie UNESCO-Welterbe,Spain,2014,4.0,False,,2 euro,"Die von Alfonso Morales Muñoz gestaltete Gedenkmünze ist den Werken Antoni Gaudís (1852–1926) in Barcelona gewidmet, die 1984 bzw. 2005 zum Weltkulturerbe erklärt wurden. Neben dem Münzmotiv, der Salamander-Fontäne und dem Turm des Pförtnerhäuschens des 1900–1914 geschaffenen Parks Güell, sind das: Palau Güell, Casa Milà, Casa Vicens, Casa Batlló, die – noch nicht vollendete – Sagrada Família sowie die Krypta der Colònia Güell. Gaudi, Vertreter der katalanischen Spielart des Jugendstils, des Modernisme, entwickelte einen einzigartigen Stil von runden, geschwungenen, organisch wirkenden Formen mit Bruchsteinen und bunten Keramikfliesen als Gestaltungselementen. Links oben sind der Landesname „ESPAÑA“ (Spanien) und das Ausgabedatum „2014“ zu sehen, rechts der Ausgabeanlass „PARK GÜELL – GAUDI“ sowie ein gekröntes „M“ als Münzstättenzeichen der Prägestätte Real Casa de la Moneda in Madrid."
285,125. Jahrestag der Luxemburger Dynastie Nassau-Weilburg 15. Münze der Serie Großherzogliche Dynastie,Luxembourg,2015,0.511,False,,2 euro,"Auf der linken Seite der von Herbert Wähner gestalteten Münze finden sich das Bildnis Großherzog Henris und auf der rechten Seite, in halbkreisförmiger Anordnung und zeitlicher Reihenfolge der Thronbesteigung, die Porträts der ab 1890 aus dem Haus Nassau-Weilburg hervorgegangenen Großherzöge von Luxemburg: Adolphe, Guillaume IV., Marie-Adélaïde, Charlotte und Jean. Rechts steht halbkreisförmig „1890 – Dynastie Nassau-Weilbourg“. In senkrecht verlaufender Schrift sind mittig das Ausgabeland „Luxembourg“ (auf Französisch, nicht „Lëtzebuerg“ in der Nationalsprache Luxemburgisch) und die Jahreszahl „2015“ angegeben, darunter ein Hermesstab als Münzstättenzeichen der niederländischen Prägestätte Koninklijke Nederlandse Munt in Utrecht neben dem Münzmeisterzeichen Maarten Brouwers, den Segeln des Dreimastklippers Nederland."
254,15. Jahrestag der Thronbesteigung Großherzog Henris 14. Münze der Serie Großherzogliche Dynastie,Luxembourg,2015,0.517,False,,2 euro,"Auf der Gedenkmünze ist Großherzog Henri zusammen mit Großherzogin Maria Teresa abgebildet. Unter den Porträts findet sich der zweizeilige Schriftzug auf Französisch „15e anniversaire de l’accession au trône de S.A.R. le Grand-Duc“ (15. Jahrestag der Thronbesteigung S. Kgl. H. des Großherzogs). S.A.R. ist die Abkürzung für die französische Anrede Son Altesse Royale (Seine Königliche Hoheit). Auch das Ausgabeland „Luxembourg“ (Luxemburg) wird oben rechts auf Französisch bezeichnet (statt als Lëtzebuerg in der Nationalsprache Luxemburgisch). Darüber wird mit „2000“ das Jahr der Thronbesteigung benannt, darunter das Ausgabejahr „2015“. Die auf einem Fotovorlagen folgenden Gestaltungskonzept der Luxemburger Zentralbank basierende Münze ist in MPI-Prägetechnik (Minted Photo Image) bei der niederländischen Prägestätte Koninklijke Nederlandse Munt in Utrecht gefertigt, deren Münzstättenzeichen, ein Hermesstab, rechts unten neben dem Münzmeisterzeichen Maarten Brouwers erscheint, den Segeln des Dreimastklippers Nederland."
251,150 Jahre Portugiesisches Rotes Kreuz,Portugal,2015,0.52,False,,2 euro,"Anlässlich des 150-jährigen Bestehens des Portugiesischen Roten Kreuzes zeigt das Münzmotiv dessen Emblem, ein Griechisches Kreuz, mehrfach aneinandergereiht, um die Ausweitung der humanitären Hilfe in Portugal und im Ausland zu veranschaulichen. Im Hintergrund ist der Umriss einer Hand zu sehen, die die verschiedenen Arten von Hilfe symbolisiert, die das Rote Kreuz den Menschen leistet. Oben ist der Wappenschild aus dem Wappen Portugals abgebildet, darunter der Landesname „PORTUGAL“. Links steht halbkreisförmig der Ausgabeanlass „CRUZ VERMELHA PORTUGUESA“ (Portugiesisches Rotes Kreuz). Unten werden die Jahreszahlen „• 1865 • 2015“ dargestellt, rechts „INCM“ als Münzstättenzeichen der Staatsdruckerei und Münzprägeanstalt Imprensa Nacional-Casa da Moeda in Lissabon sowie die Initialen „A.M.“ des Münzgestalters António Marinho."
249,150. Geburtstag des Komponisten Jean Sibelius,Finland,2015,1.0,False,,2 euro,"Johan Julius Christian („Jean“) Sibelius (1865–1957) war ein schwedischsprachiger finnischer Komponist am Übergang von der Spätromantik zur Moderne. Aus Partien konzipierter, aber verworfener Opern entwickelte er die viersätzige Lemminkäinen-Suite mit der Figur des Lemminkäinen aus dem finnischen Nationalepos Kalevala. Kritik und Publikum reagierten vor allem auf den zweiten Satz Der Schwan von Tuonela begeistert (das Motiv des Schwans von Tuonela ist auch auf einer dem Maler Akseli Gallen-Kallela gewidmeten weiteren Gedenkmünze von 2015 dargestellt). Im deutschsprachigen Raum ist Sibelius vor allem durch sein Violinkonzert sowie seine Sinfonische Dichtung Finlandia bekannt. Die anlässlich seines 150. Geburtstags von Nora Tapper gestaltete Gedenkmünze stellt den Sternenhimmel zwischen Kiefern über seinem Grab in Ainola dar. Links steht die Jahreszahl „2015“, bogenförmig flankiert von „JEAN“ und „SIBELIUS“. Rechts sind das Landeskürzel FI (Finnland) sowie ein Löwe (das Wappentier Finnlands) als Münzstättenzeichen der Prägestätte Suomen Rahapaja (Finnische Münze) in Vantaa dargestellt."
286,150. Geburtstag des Malers Akseli Gallen-Kallela,Finland,2015,0.5,False,,2 euro,"Akseli Gallen-Kallela (1865–1931) war ein schwedischsprachiger finnischer Maler, Architekt und Designer. Er ist besonders für seine Illustrationen zum finnischen Nationalepos Kalevala bekannt. Der Münzgestalter Hannu Veijalainen wählte aus dessen 1897 geschaffenem Gemälde Lemminkäinens Mutter656 zwei Bildelemente: den Schwan von Tuonela, dem Fluss der Unterwelt, sowie die den sinkenden Geist symbolisierenden Wellen. Halbkreisförmig stehen links und rechts die Namensteile „AKSELI GALLEN“ und „KALLELA“, eine Malerpalette flankierend, auf der zweizeilig das Geburtsjahr „1865“ und das Ausgabejahr „2015“ zu sehen sind sowie rechts davon ein Löwe (das Wappentier Finnlands) als Münzstättenzeichen der Prägestätte Suomen Rahapaja (Finnische Münze) in Vantaa. Das Kürzel des Ausgabestaats „FI“ (Finnland) ist rechts oben dargestellt."
287,200. Geburtstag Ľudovít Štúrs,Slovakia,2015,1.0,False,,2 euro,"Ľudovít Štúr (1815–1856) gilt als herausragende Persönlichkeit der slowakischen Nationalbewegung im damaligen Österreich-Ungarn. Als Philologe und Schriftsteller begründete er die heutige Version der slowakischen Literatursprache durch Einführung einer neuen phonetischen Orthographie. Als eine der höchsten Auszeichnungen der Slowakei wurde 1994 der Ľudovít-Štúr-Orden gestiftet, der jährlich verliehen wird. Das nach einem Gemälde660 von Jozef Božetech Klemens (1817–1883) gestaltete Porträt umgeben links die Inschrift „ĽUDOVÍT ŠTÚR“ und sein Geburts- und Todesjahr „1815–1856“, rechts das Ausgabejahr „2015“ sowie der Name des Ausgabestaates „SLOVENSKO“ (Slowakei). Oben rechts befindet sich das Münzstättenzeichen des Münzhauses Mincovňa Kremnica in Kremnica, ein „MK“ zwischen zwei Prägestempeln. Die ligierten Initialen „IR“ des Münzgestalters Ivan Řehák befinden sich unten rechts."
282,2015 – Europäisches Jahr der Entwicklung,Belgium,2015,0.25,False,,2 euro,"Das von Luc Luycx gestaltete Münzmotiv zeigt eine Hand, die eine Weltkugel hält, vor der eine Pflanze mit sieben Blättern wächst. Der Schriftzug „2015 EUROPEAN YEAR FOR DEVELOPMENT“ (2015 Europäisches Jahr der Entwicklung) bildet einen Bogen über der Weltkugel. Unter dem Motto „Unsere Welt, unsere Würde, unsere Zukunft“ wurde über die Entwicklungspolitik der Europäischen Union und ihrer Mitgliedsstaaten informiert und aktives Engagement gefördert. Das Landeskürzel „BE“ (Belgien) befindet sich unterhalb der Hand, während links davon eine Katze als Münzmeisterzeichen Bernard Gillards und der behelmte Kopf des Erzengels Michael als Münzstättenzeichen40 der Monnaie Royale de Belgique / Koninklijke Munt van België / Königlichen Belgischen Münze in Brüssel abgebildet sind."
258,225. Jahrestag des Föderationsfestes,France,2015,4.02,False,,2 euro,"Am 14. Juli 1790, dem ersten Jahrestag der Erstürmung der Bastille, beging man das Föderationsfest als Fest der Versöhnung und der Einheit aller Franzosen. Ludwig XVI. (1754–1793), König von Frankreich und Navarra, schwor dabei auf Nation und Gesetz (1792 wurde er im Zuge der Französischen Revolution abgesetzt und 1793 durch die Guillotine enthauptet). 1880 wurde der 14. Juli zum Nationalfeiertag erklärt – als Tag, der alle Franzosen eint und an dem die Republik gefeiert wird. Das Münzmotiv zeigt das Profil der Marianne, nationales Symbol Frankreichs, mit einer Jakobinermütze und einer daran getragenen Kokarde, einem kreisförmigen Abzeichen mit den Farben der Trikolore (von innen nach außen: Blau–Weiß–Rot, nach den heraldischen Regeln der Tingierung durch eine – allerdings stilisierte – Schraffur dargestellt). Links steht eine Strophe aus dem 1942 verfassten Gedicht Liberté des französischen Dichters Paul Éluard: Auf alle gelesenen Seiten / Auf alle leeren Seiten / Stein Blut Papier oder Asche / Schreib ich deinen Namen.595 „Liberté“ – zugleich Devise der Französischen Republik – steht unten auf der Münze, links daneben ein Füllhorn als Münzstättenzeichen der Monnaie de Paris in Pessac und ein Fünfeck263 als Münzmeisterzeichen Yves Sampos darüber das Ausgabejahr „2015“, das Landeskürzel „RF“ (République française, Französische Republik) sowie das Signet des Münzgestalters Joaquin Jimenez, ein Quadrat.546Im „Journal officiel de la République française“ wurde mitgeteilt, dass es kolorierte Versionen der Gedenkmünze gibt – jeweils 10.000 Exemplare im Herstellungsverfahren Stempelglanz und Polierte Platte.596 Sie sind somit gesetzliches Zahlungsmittel. Allerdings sehen die EU-rechtlichen technischen Spezifikationen die Verwendung eines Farbaufdrucks nicht vor. Eigentlich sollte es kolorierte Umlaufmünzen nicht geben; jedoch werden sie von der EU toleriert, zumal sie nur in kleiner Stückzahl hergestellt und gesondert verpackt und damit dem Grunde nach nicht als Zahlungsmittel gebraucht werden.418 Es gibt zwei Prägeversionen, da bei den kolorierten Münzen die drei Segmente der Kokarde mit planer Oberfläche geprägt wurden."
241,25 Jahre Deutsche Einheit,Germany,2015,6.103,True,A,2 euro,"Im Vordergrund zeigt die Münze eine jubelnde Menschenmenge, die den Neubeginn und den Aufbruch in eine bessere Zukunft symbolisiert; im Hintergrund ist das Symbol der deutschen Einheit zu sehen, das Brandenburger Tor – gekrönt von der Quadriga, auf der die Siegesgöttin Viktoria den Frieden in die Stadt bringt. Die dreifache Wiederholung der Willensbekundung der Bevölkerung „WIR SIND EIN VOLK“, halbkreisförmig auf der rechten Seite dargestellt, versinnbildlicht den kollektiven Ausdruck des Willens der deutschen Bürger auf dem Weg zur deutschen Wiedervereinigung. Am 3. Oktober 1990 erfüllte sich der Auftrag des Grundgesetzes an das deutsche Volk, die Einheit und Freiheit Deutschlands zu vollenden, indem die Deutsche Demokratische Republik der Bundesrepublik Deutschland beitrat. Der Münzentwurf des Bildhauers Bernd Wendhut wurde seinerzeit mit dem 2. Preis des Gestaltungswettbewerbs zur Motivfindung für eine 10‐Euro‐Gedenkmünze zum Thema 20 Jahre Deutsche Einheit ausgezeichnet. Der Designer lässt zwei der jubelnden Figuren ein stilisiertes Eurozeichen hochhalten als Symbol, dass „Deutschland ein Teil Europas“ sei.540 Links steht halbkreisförmig „25 JAHRE DEUTSCHE EINHEIT 2015“, neben dem Brandenburger Tor das Landeskürzel „D“ (Deutschland). Das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg) erscheint unten links. Im Oktober 2015 ist eine motivgleiche 25-Euro-Münze in Feinsilber (999/1000) geprägt worden."
242,25 Jahre Deutsche Einheit,Germany,2015,6.103,True,D,2 euro,"Im Vordergrund zeigt die Münze eine jubelnde Menschenmenge, die den Neubeginn und den Aufbruch in eine bessere Zukunft symbolisiert; im Hintergrund ist das Symbol der deutschen Einheit zu sehen, das Brandenburger Tor – gekrönt von der Quadriga, auf der die Siegesgöttin Viktoria den Frieden in die Stadt bringt. Die dreifache Wiederholung der Willensbekundung der Bevölkerung „WIR SIND EIN VOLK“, halbkreisförmig auf der rechten Seite dargestellt, versinnbildlicht den kollektiven Ausdruck des Willens der deutschen Bürger auf dem Weg zur deutschen Wiedervereinigung. Am 3. Oktober 1990 erfüllte sich der Auftrag des Grundgesetzes an das deutsche Volk, die Einheit und Freiheit Deutschlands zu vollenden, indem die Deutsche Demokratische Republik der Bundesrepublik Deutschland beitrat. Der Münzentwurf des Bildhauers Bernd Wendhut wurde seinerzeit mit dem 2. Preis des Gestaltungswettbewerbs zur Motivfindung für eine 10‐Euro‐Gedenkmünze zum Thema 20 Jahre Deutsche Einheit ausgezeichnet. Der Designer lässt zwei der jubelnden Figuren ein stilisiertes Eurozeichen hochhalten als Symbol, dass „Deutschland ein Teil Europas“ sei.540 Links steht halbkreisförmig „25 JAHRE DEUTSCHE EINHEIT 2015“, neben dem Brandenburger Tor das Landeskürzel „D“ (Deutschland). Das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg) erscheint unten links. Im Oktober 2015 ist eine motivgleiche 25-Euro-Münze in Feinsilber (999/1000) geprägt worden."
243,25 Jahre Deutsche Einheit,Germany,2015,6.103,True,G,2 euro,"Im Vordergrund zeigt die Münze eine jubelnde Menschenmenge, die den Neubeginn und den Aufbruch in eine bessere Zukunft symbolisiert; im Hintergrund ist das Symbol der deutschen Einheit zu sehen, das Brandenburger Tor – gekrönt von der Quadriga, auf der die Siegesgöttin Viktoria den Frieden in die Stadt bringt. Die dreifache Wiederholung der Willensbekundung der Bevölkerung „WIR SIND EIN VOLK“, halbkreisförmig auf der rechten Seite dargestellt, versinnbildlicht den kollektiven Ausdruck des Willens der deutschen Bürger auf dem Weg zur deutschen Wiedervereinigung. Am 3. Oktober 1990 erfüllte sich der Auftrag des Grundgesetzes an das deutsche Volk, die Einheit und Freiheit Deutschlands zu vollenden, indem die Deutsche Demokratische Republik der Bundesrepublik Deutschland beitrat. Der Münzentwurf des Bildhauers Bernd Wendhut wurde seinerzeit mit dem 2. Preis des Gestaltungswettbewerbs zur Motivfindung für eine 10‐Euro‐Gedenkmünze zum Thema 20 Jahre Deutsche Einheit ausgezeichnet. Der Designer lässt zwei der jubelnden Figuren ein stilisiertes Eurozeichen hochhalten als Symbol, dass „Deutschland ein Teil Europas“ sei.540 Links steht halbkreisförmig „25 JAHRE DEUTSCHE EINHEIT 2015“, neben dem Brandenburger Tor das Landeskürzel „D“ (Deutschland). Das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg) erscheint unten links. Im Oktober 2015 ist eine motivgleiche 25-Euro-Münze in Feinsilber (999/1000) geprägt worden."
244,25 Jahre Deutsche Einheit,Germany,2015,6.103,True,F,2 euro,"Im Vordergrund zeigt die Münze eine jubelnde Menschenmenge, die den Neubeginn und den Aufbruch in eine bessere Zukunft symbolisiert; im Hintergrund ist das Symbol der deutschen Einheit zu sehen, das Brandenburger Tor – gekrönt von der Quadriga, auf der die Siegesgöttin Viktoria den Frieden in die Stadt bringt. Die dreifache Wiederholung der Willensbekundung der Bevölkerung „WIR SIND EIN VOLK“, halbkreisförmig auf der rechten Seite dargestellt, versinnbildlicht den kollektiven Ausdruck des Willens der deutschen Bürger auf dem Weg zur deutschen Wiedervereinigung. Am 3. Oktober 1990 erfüllte sich der Auftrag des Grundgesetzes an das deutsche Volk, die Einheit und Freiheit Deutschlands zu vollenden, indem die Deutsche Demokratische Republik der Bundesrepublik Deutschland beitrat. Der Münzentwurf des Bildhauers Bernd Wendhut wurde seinerzeit mit dem 2. Preis des Gestaltungswettbewerbs zur Motivfindung für eine 10‐Euro‐Gedenkmünze zum Thema 20 Jahre Deutsche Einheit ausgezeichnet. Der Designer lässt zwei der jubelnden Figuren ein stilisiertes Eurozeichen hochhalten als Symbol, dass „Deutschland ein Teil Europas“ sei.540 Links steht halbkreisförmig „25 JAHRE DEUTSCHE EINHEIT 2015“, neben dem Brandenburger Tor das Landeskürzel „D“ (Deutschland). Das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg) erscheint unten links. Im Oktober 2015 ist eine motivgleiche 25-Euro-Münze in Feinsilber (999/1000) geprägt worden."
245,25 Jahre Deutsche Einheit,Germany,2015,6.103,True,J,2 euro,"Im Vordergrund zeigt die Münze eine jubelnde Menschenmenge, die den Neubeginn und den Aufbruch in eine bessere Zukunft symbolisiert; im Hintergrund ist das Symbol der deutschen Einheit zu sehen, das Brandenburger Tor – gekrönt von der Quadriga, auf der die Siegesgöttin Viktoria den Frieden in die Stadt bringt. Die dreifache Wiederholung der Willensbekundung der Bevölkerung „WIR SIND EIN VOLK“, halbkreisförmig auf der rechten Seite dargestellt, versinnbildlicht den kollektiven Ausdruck des Willens der deutschen Bürger auf dem Weg zur deutschen Wiedervereinigung. Am 3. Oktober 1990 erfüllte sich der Auftrag des Grundgesetzes an das deutsche Volk, die Einheit und Freiheit Deutschlands zu vollenden, indem die Deutsche Demokratische Republik der Bundesrepublik Deutschland beitrat. Der Münzentwurf des Bildhauers Bernd Wendhut wurde seinerzeit mit dem 2. Preis des Gestaltungswettbewerbs zur Motivfindung für eine 10‐Euro‐Gedenkmünze zum Thema 20 Jahre Deutsche Einheit ausgezeichnet. Der Designer lässt zwei der jubelnden Figuren ein stilisiertes Eurozeichen hochhalten als Symbol, dass „Deutschland ein Teil Europas“ sei.540 Links steht halbkreisförmig „25 JAHRE DEUTSCHE EINHEIT 2015“, neben dem Brandenburger Tor das Landeskürzel „D“ (Deutschland). Das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg) erscheint unten links. Im Oktober 2015 ist eine motivgleiche 25-Euro-Münze in Feinsilber (999/1000) geprägt worden."
293,25. Jahrestag der Unterzeichnung des Zollabkommens mit der Europäischen Union,Andorra,2015,0.085,False,,2 euro,"Die anlässlich des 25. Jahrestags der Unterzeichnung des Zollabkommens mit der Europäischen Union von den Ateliers de Gravure686 der Monnaie de Paris gestaltete Münze zeigt die Umrisse des Fürstentums und darin das Wappen Andorras mit dem lateinischen Wahlspruch „VIRTVS VNITA FORTIOR“ (Virtus unita fortior, Vereinte Tugend ist stärker). Im Wappenschild dargestellt sind Mitra und Krummstab des Bischofs von Urgell, Kofürst von Andorra, drei Pfähle des Wappens von Foix bzw. vier Kataloniens und die zwei Kühe der Grafen von Béarn. Unterhalb davon sieht man zwei gegeneinander laufende Pfeile, die die Zollvereinbarung zwischen Andorra und der EU symbolisieren, sowie deren Beschriftung „1990 ANDORRA“ und „2015“. Die halbkreisförmige zweizeilige Umschrift liest sich „25è aniversari de la Signatura de l’Acord Duaner amb la Unió Europea“ (25 Jahre Unterzeichnung des Zollabkommens mit der Europäischen Union). Andorranische Münzen werden alternierend in den Ländern der Kofürsten von Andorra geprägt; 2015 betraf dies Frankreich mit der Monnaie de Paris in Pessac. Wegen organisatorischer Probleme konnte die Münze erst 2016 ausgegeben werden."
283,25. Jahrestag der deutschen Wiedervereinigung,San Marino,2015,0.102,False,,2 euro,"Das von Erik Spiekermann gestaltete Münzmotiv zeigt das Brandenburger Tor, das sich während des Kalten Krieges auf Ost-Berliner Territorium befand, in zwei Darstellungen, die wie die Finger zweier Hände miteinander verzahnt sind und die Wiedervereinigung der beiden Teile Berlins symbolisieren. Das Tor wurde 1789 bis 1793 nach Entwürfen von Carl Gotthard Langhans errichtet, gekrönt von der Quadriga des Bildhauers Johann Gottfried Schadow, auf der die Siegesgöttin Viktoria den Frieden in die Stadt bringt. Oben bzw. rechts steht halbkreisförmig und zweizeilig als Ausgabeanlass „25° ANNIVERSARIO DELLA RIUNIFICAZIONE DELLA GERMANIA 1990–2015“ (25. Jahrestag der Wiedervereinigung Deutschlands 1990–2015), unten bezeichnet „SAN MARINO MMXV“ den Ausgabestaat und das Jahr 2015 in römischer Zahlschrift. Rechts ist das Münzstättenzeichen „R“ der italienischen Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom abgebildet, links das Signet „ES“ des Designers."
